@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 74\nSize of the tree: 147\n','Number of rules: 96\n','Number of rules: 92\n','Number of rules: 86\n','Number of rules: 81\n','Number of rules: 85\n','Number of rules: 87\n','Number of rules: 83\n','Number of rules: 82\n','Number of rules: 101\n','Number of rules: 78\n','Number of rules: 95\n','Number of rules: 79\n','Number of rules: 84\n','Number of rules: 88\n','Number of rules: 80\n','Number of rules: 76\n','Number of rules: 90\n','Number of rules: 74\n','Number of rules: 89\n','Number of rules: 77\n','Number of rules: 73\n','Number of rules: 91\n','Number of rules: 69\n','Number of rules: 97\n','Number of rules: 93\n','Number of rules: 94\n','Number of rules: 75\n','Number of rules: 72\n','Number of rules: 68\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pacman-data,7,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,51,22,0,69.863014,30.136986,0,0.602868,0.124717,0.347878,41.1647,89.442236,158.78985,207.67791,-48.88806,2.175203,2.844903,-0.669699,95.700406,1.310964,60.268591,0.8125,13,0.087719,5,0.912281,52,0.1875,3,0.722222,0.8125,0.764706,0.695643,0.862939,0.616804,0.69863,0.077798,0.922202,0.30137,0.698478,0.69863,0.683699,0.614477,0.816075,0.579302,0.60041,0.69863,0,0.004,0,0,0,0,145583,143306,18488,69.863014,20.273973,?,?,?,?
pacman-data,7,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,49,24,0,67.123288,32.876712,0,0.562,0.132813,0.361283,43.836957,92.888798,158.78985,225.398222,-66.608372,2.175203,3.087647,-0.912443,91.828601,1.257926,57.830271,0.8125,13,0.122807,7,0.877193,50,0.1875,3,0.65,0.8125,0.722222,0.639735,0.851425,0.571603,0.671233,0.104916,0.895084,0.328767,0.67045,0.671233,0.66251,0.567384,0.795715,0.563777,0.597721,0.671233,0,0.004,0,0,0,0,145583,143306,18488,67.123288,20,?,?,?,?
pacman-data,7,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,53,20,0,72.60274,27.39726,0,0.635,0.111103,0.32569,36.643384,83.665973,159.155028,180.570348,-21.41532,2.180206,2.473566,-0.293361,102.193579,1.399912,64.210085,0.933333,14,0.051724,3,0.948276,55,0.066667,1,0.823529,0.933333,0.875,0.842786,0.940805,0.773354,0.726027,0.081793,0.918207,0.273973,0.719373,0.726027,0.719912,0.646006,0.835345,0.625114,0.646429,0.726027,0,0.004,0,0,0,0,145583,143306,18488,73.972603,20.547945,?,?,?,?
pacman-data,7,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,42,31,0,57.534247,42.465753,0,0.435942,0.168211,0.405616,55.417757,104.070742,159.921683,282.605335,-122.683652,2.190708,3.871306,-1.680598,75.36919,1.032455,47.128812,0.666667,10,0.068966,4,0.931034,54,0.333333,5,0.714286,0.666667,0.689655,0.613414,0.810345,0.583243,0.575342,0.138838,0.861162,0.424658,0.56698,0.575342,0.570239,0.436546,0.733756,0.469263,0.515364,0.575342,0,0.004,0,0.015625,0,15.625,145583,143306,18488,58.90411,20.273973,?,?,?,?
pacman-data,7,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,48,25,0,65.753425,34.246575,0,0.537858,0.138339,0.36876,45.621144,94.718516,159.216532,235.781225,-76.564693,2.181048,3.22988,-1.048831,88.879627,1.217529,55.823114,0.733333,11,0.034483,2,0.965517,56,0.266667,4,0.846154,0.733333,0.785714,0.738068,0.854023,0.676851,0.657534,0.125385,0.874615,0.342466,0.658599,0.657534,0.647441,0.542393,0.764126,0.527614,0.587135,0.657534,0,0.004,0,0,0,0,145583,143306,18488,65.753425,20,?,?,?,?
pacman-data,7,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,46,27,0,63.013699,36.986301,0,0.498856,0.149241,0.383197,49.216241,98.426765,159.216532,253.527057,-94.310524,2.181048,3.472973,-1.291925,81.794722,1.120476,51.373259,0.8,12,0.051724,3,0.948276,55,0.2,3,0.8,0.8,0.8,0.748276,0.874138,0.681096,0.630137,0.127897,0.872103,0.369863,0.632198,0.630137,0.619347,0.517246,0.75112,0.504304,0.548824,0.630137,0.001,0.003,0,0,0,0,145583,143306,18488,63.013699,20,?,?,?,?
pacman-data,7,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,41,32,0,56.164384,43.835616,0,0.430383,0.176432,0.41717,58.183204,107.152973,159.216532,300.358668,-141.142135,2.181048,4.114502,-1.933454,72.888841,0.998477,45.779694,0.8,12,0.12069,7,0.87931,51,0.2,3,0.631579,0.8,0.705882,0.625539,0.839655,0.546359,0.561644,0.118034,0.881966,0.438356,0.576044,0.561644,0.559096,0.441188,0.721805,0.437952,0.505483,0.561644,0,0.004,0,0,0,0,145583,143306,18488,56.164384,20,?,?,?,?
pacman-data,8,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,51,23,0,68.918919,31.081081,0,0.589187,0.1258,0.351277,41.470691,90.190602,161.393906,216.021147,-54.627241,2.180999,2.919205,-0.738206,96.892986,1.309365,60.035095,0.875,14,0.086207,5,0.913793,53,0.125,2,0.736842,0.875,0.8,0.743325,0.894397,0.671764,0.689189,0.090355,0.909645,0.310811,0.687696,0.689189,0.685311,0.598728,0.799417,0.558356,0.62171,0.689189,0,0.004,0,0,0,0,145370,143093,18701,68.918919,20,?,?,?,?
pacman-data,8,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,53,21,0,71.621622,28.378378,0,0.624002,0.115071,0.335658,37.892985,86.076328,162.160561,197.292878,-35.132317,2.191359,2.66612,-0.474761,105.120868,1.420552,64.825175,0.75,12,0.086207,5,0.913793,53,0.25,4,0.705882,0.75,0.727273,0.649598,0.831897,0.583466,0.716216,0.094775,0.905225,0.283784,0.719708,0.716216,0.714548,0.625896,0.810721,0.578123,0.6995,0.716216,0,0.004,0,0.015625,0,15.625,145370,143093,18701,71.621622,20,?,?,?,?
pacman-data,8,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,52,21,0,71.232877,28.767123,0,0.621481,0.116515,0.333934,38.457349,85.857268,158.78985,189.929516,-31.139666,2.175203,2.601774,-0.426571,101.268845,1.387244,63.775389,0.75,12,0.052632,3,0.947368,54,0.25,4,0.8,0.75,0.774194,0.714003,0.864035,0.700828,0.712329,0.080217,0.919783,0.287671,0.716965,0.712329,0.714006,0.631396,0.833136,0.615498,0.663391,0.712329,0,0.004,0,0,0,0,145583,143306,18488,72.60274,20.547945,?,?,?,?
pacman-data,8,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,47,26,0,64.383562,35.616438,0,0.512959,0.143803,0.376035,47.464183,96.681648,158.78985,244.160734,-85.370884,2.175203,3.344668,-1.169464,85.686836,1.173792,53.962414,0.8125,13,0.052632,3,0.947368,54,0.1875,3,0.8125,0.8125,0.8125,0.759868,0.879934,0.701252,0.643836,0.13894,0.86106,0.356164,0.633627,0.643836,0.629823,0.517983,0.752448,0.509644,0.579874,0.643836,0,0.004,0,0.015625,0,15.625,145583,143306,18488,64.383562,20,?,?,?,?
pacman-data,8,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,43,30,0,58.90411,41.09589,0,0.467283,0.162772,0.397174,53.725319,102.116693,158.78985,274.232375,-115.442525,2.175203,3.756608,-1.581404,79.705713,1.091859,50.195723,0.625,10,0.140351,8,0.859649,49,0.375,6,0.555556,0.625,0.588235,0.465165,0.758772,0.435458,0.589041,0.103106,0.896894,0.410959,0.608639,0.589041,0.59201,0.483704,0.758814,0.502198,0.525775,0.589041,0,0.004,0,0,0,0,145583,143306,18488,60.273973,20.547945,?,?,?,?
pacman-data,8,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,48,25,0,65.753425,34.246575,0,0.558539,0.141003,0.370585,46.499665,95.1872,159.216532,235.769375,-76.552843,2.181048,3.229717,-1.048669,89.937909,1.232026,56.487795,0.8,12,0.103448,6,0.896552,52,0.2,3,0.666667,0.8,0.727273,0.652973,0.855172,0.576812,0.657534,0.075698,0.924302,0.342466,0.68317,0.657534,0.661401,0.579973,0.800818,0.567583,0.588756,0.657534,0,0.004,0,0,0,0,145583,143306,18488,65.753425,20.273973,?,?,?,?
pacman-data,8,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,50,23,0,68.493151,31.506849,0,0.583891,0.127413,0.353677,42.017913,90.844156,159.216532,216.04193,-56.825397,2.181048,2.959478,-0.77843,97.108354,1.330251,60.991376,0.6,9,0.034483,2,0.965517,56,0.4,6,0.818182,0.6,0.692308,0.638724,0.793103,0.576623,0.684932,0.099854,0.900146,0.315068,0.706574,0.684932,0.677747,0.59193,0.804089,0.569666,0.650246,0.684932,0,0.004,0,0,0,0,145583,143306,18488,68.493151,20,?,?,?,?
pacman-data,8,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,45,28,0,61.643836,38.356164,0,0.482663,0.154654,0.390255,51.001321,100.239494,159.216532,263.880192,-104.66366,2.181048,3.614797,-1.433749,79.876117,1.094193,50.16823,0.8,12,0.12069,7,0.87931,51,0.2,3,0.631579,0.8,0.705882,0.625539,0.843103,0.547517,0.616438,0.131121,0.868879,0.383562,0.591101,0.616438,0.596124,0.483452,0.740914,0.472359,0.524107,0.616438,0,0.003,0,0,0,0,145583,143306,18488,61.643836,20,?,?,?,?
pacman-data,8,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,45,28,0,61.643836,38.356164,0,0.485786,0.157346,0.39198,51.889207,100.68252,159.216532,263.875843,-104.659311,2.181048,3.614738,-1.433689,79.646962,1.091054,50.024304,0.6,9,0.034483,2,0.965517,56,0.4,6,0.818182,0.6,0.692308,0.638724,0.788506,0.565719,0.616438,0.128502,0.871498,0.383562,0.608005,0.616438,0.600315,0.491152,0.752473,0.499674,0.529707,0.616438,0,0.004,0,0.015625,0,15.625,145583,143306,18488,61.643836,20.273973,?,?,?,?
pacman-data,8,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,52,21,0,71.232877,28.767123,0,0.609626,0.116582,0.337951,38.446218,86.804967,159.216532,197.321379,-38.104846,2.181048,2.703033,-0.521984,98.72524,1.352401,62.006902,0.8,12,0.086207,5,0.913793,53,0.2,3,0.705882,0.8,0.75,0.68236,0.858621,0.606373,0.712329,0.105216,0.894784,0.287671,0.718372,0.712329,0.694035,0.623146,0.805755,0.566583,0.649611,0.712329,0,0.004,0,0,0,0,145583,143306,18488,71.232877,20,?,?,?,?
pacman-data,9,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,53,21,0,71.621622,28.378378,0,0.619024,0.114969,0.335658,37.896099,86.169678,161.45541,197.265618,-35.810208,2.18183,2.665752,-0.483922,100.509181,1.358232,62.251975,0.8125,13,0.051724,3,0.948276,55,0.1875,3,0.8125,0.8125,0.8125,0.760776,0.886853,0.703013,0.716216,0.091889,0.908111,0.283784,0.700781,0.716216,0.704158,0.626763,0.822238,0.596776,0.637701,0.716216,0,0.005,0,0,0,0,145370,143093,18701,71.621622,20,?,?,?,?
pacman-data,9,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,49,25,0,66.216216,33.783784,0,0.552924,0.136484,0.366231,44.905859,93.825742,162.587243,234.737305,-72.150062,2.197125,3.172126,-0.975001,93.649574,1.265535,57.599583,0.866667,13,0.084746,5,0.915254,54,0.133333,2,0.722222,0.866667,0.787879,0.732663,0.89322,0.653704,0.662162,0.112884,0.887116,0.337838,0.654426,0.662162,0.65554,0.548893,0.780635,0.53395,0.62495,0.662162,0.001,0.003,0,0,0,0,145370,143093,18701,66.216216,20,?,?,?,?
pacman-data,9,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,51,22,0,69.863014,30.136986,0,0.599001,0.122021,0.345903,40.239611,88.847559,159.216532,206.687701,-47.471169,2.181048,2.831338,-0.65029,96.290989,1.319055,60.478009,0.466667,7,0.068966,4,0.931034,54,0.533333,8,0.636364,0.466667,0.538462,0.449184,0.703448,0.408081,0.69863,0.083196,0.916804,0.30137,0.690823,0.69863,0.690974,0.617331,0.810377,0.575032,0.618274,0.69863,0,0.004,0,0,0,0,145583,143306,18488,69.863014,20,?,?,?,?
pacman-data,9,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,48,25,0,65.753425,34.246575,0,0.543522,0.135586,0.361325,44.713051,92.808822,159.216532,227.401959,-68.185427,2.181048,3.115095,-0.934047,91.517247,1.253661,57.479739,0.866667,13,0.12069,7,0.87931,51,0.133333,2,0.65,0.866667,0.742857,0.675822,0.877586,0.592319,0.657534,0.110726,0.889274,0.342466,0.688943,0.657534,0.649709,0.557701,0.783362,0.543648,0.605189,0.657534,0,0.003,0,0.015625,0,15.625,145583,143306,18488,67.123288,20.547945,?,?,?,?
pacman-data,9,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,47,26,0,64.383562,35.616438,0,0.525144,0.14374,0.376034,47.402336,96.58686,159.216532,244.144292,-84.92776,2.181048,3.344442,-1.163394,88.982087,1.218933,55.887467,0.666667,10,0.034483,2,0.965517,56,0.333333,5,0.833333,0.666667,0.740741,0.689204,0.824713,0.626984,0.643836,0.126838,0.873162,0.356164,0.652861,0.643836,0.638599,0.524853,0.76969,0.522072,0.61172,0.643836,0,0.003,0,0,0,0,145583,143306,18488,64.383562,20,?,?,?,?
pacman-data,9,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,53,20,0,72.60274,27.39726,0,0.636454,0.111089,0.329807,36.638521,84.723539,159.155028,187.9404,-28.785372,2.180206,2.574526,-0.39432,101.314401,1.387869,63.657681,0.8,12,0.034483,2,0.965517,56,0.2,3,0.857143,0.8,0.827586,0.785642,0.887931,0.728571,0.726027,0.076146,0.923854,0.273973,0.716928,0.726027,0.720172,0.648065,0.832685,0.626568,0.634988,0.726027,0,0.01,0,0.015625,0,15.625,145583,143306,18488,72.60274,20,?,?,?,?
pacman-data,9,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,48,25,0,65.753425,34.246575,0,0.546809,0.141061,0.370585,46.559243,95.280595,158.78985,235.784621,-76.994771,2.175203,3.229926,-1.054723,91.398421,1.252033,57.559359,0.8125,13,0.070175,4,0.929825,53,0.1875,3,0.764706,0.8125,0.787879,0.726562,0.870614,0.651961,0.657534,0.116806,0.883194,0.342466,0.653537,0.657534,0.645421,0.536651,0.773519,0.522454,0.621433,0.657534,0,0.008,0,0.015625,0,15.625,145583,143306,18488,65.753425,20.273973,?,?,?,?
pacman-data,9,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,50,23,0,68.493151,31.506849,0,0.577504,0.122046,0.340047,40.283003,87.428934,158.78985,201.307355,-42.517505,2.175203,2.757635,-0.582432,97.169254,1.331086,61.193618,0.875,14,0.122807,7,0.877193,50,0.125,2,0.666667,0.875,0.756757,0.687409,0.89364,0.672906,0.684932,0.102934,0.897066,0.315068,0.674063,0.684932,0.670399,0.582826,0.798586,0.571544,0.618346,0.684932,0.001,0.007,0,0,0,0,145583,143306,18488,71.232877,20.821918,?,?,?,?
pacman-data,9,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,45,28,0,61.643836,38.356164,0,0.499878,0.154679,0.390229,51.054094,100.331058,158.78985,262.893379,-104.103529,2.175203,3.601279,-1.426076,81.331572,1.114131,51.219629,0.75,12,0.140351,8,0.859649,49,0.25,4,0.6,0.75,0.666667,0.565489,0.804825,0.504795,0.616438,0.091922,0.908078,0.383562,0.630234,0.616438,0.616513,0.522042,0.762258,0.505324,0.53034,0.616438,0,0.008,0,0.015625,0,15.625,145583,143306,18488,61.643836,20,?,?,?,?
pacman-data,9,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,44,29,0,60.273973,39.726027,0,0.481509,0.160105,0.393723,52.844979,101.229517,158.78985,264.882495,-106.092645,2.175203,3.628527,-1.453324,82.778374,1.13395,52.130772,0.625,10,0.122807,7,0.877193,50,0.375,6,0.588235,0.625,0.606061,0.491529,0.759868,0.473958,0.60274,0.119746,0.880254,0.39726,0.62296,0.60274,0.607723,0.485294,0.751728,0.484184,0.582068,0.60274,0.001,0.006,0,0,0,0,145583,143306,18488,61.643836,20.547945,?,?,?,?
pacman-data,10,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,52,22,0,70.27027,29.72973,0,0.605142,0.120378,0.343556,39.640794,88.101679,162.160561,206.641743,-44.481182,2.191359,2.792456,-0.601097,100.580012,1.359189,62.024953,0.9375,15,0.103448,6,0.896552,52,0.0625,1,0.714286,0.9375,0.810811,0.761587,0.918103,0.683532,0.702703,0.091144,0.908856,0.297297,0.685907,0.702703,0.687514,0.607522,0.810434,0.572626,0.641102,0.702703,0,0.008,0,0,0,0,145370,143093,18701,70.27027,20,?,?,?,?
pacman-data,10,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,52,22,0,70.27027,29.72973,0,0.607143,0.11769,0.337665,38.79716,86.695566,161.393906,198.272158,-36.878251,2.180999,2.679353,-0.498355,99.866789,1.349551,61.87767,0.8125,13,0.086207,5,0.913793,53,0.1875,3,0.722222,0.8125,0.764706,0.696876,0.873384,0.66299,0.702703,0.082113,0.917887,0.297297,0.664595,0.702703,0.679308,0.601932,0.825305,0.602562,0.583688,0.702703,0.001,0.006,0,0.015625,0,15.625,145370,143093,18701,71.621622,20.27027,?,?,?,?
pacman-data,10,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,53,20,0,72.60274,27.39726,0,0.625929,0.111128,0.329807,36.679346,84.796147,158.78985,187.950708,-29.160858,2.175203,2.574667,-0.399464,100.615768,1.378298,63.364106,0.875,14,0.052632,3,0.947368,54,0.125,2,0.823529,0.875,0.848485,0.804906,0.913377,0.748757,0.726027,0.110011,0.889989,0.273973,0.745768,0.726027,0.69926,0.627642,0.813149,0.592065,0.63214,0.726027,0,0.005,0,0,0,0,145583,143306,18488,72.60274,20,?,?,?,?
pacman-data,10,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,52,21,0,71.232877,28.767123,0,0.616366,0.113841,0.331877,37.574788,85.328386,158.78985,188.945266,-30.155415,2.175203,2.588291,-0.413088,100.161163,1.372071,63.077812,0.75,12,0.087719,5,0.912281,52,0.25,4,0.705882,0.75,0.727273,0.648218,0.842105,0.618838,0.712329,0.08553,0.91447,0.287671,0.703525,0.712329,0.704707,0.625937,0.827441,0.595785,0.640727,0.712329,0.001,0.004,0,0.015625,0,15.625,145583,143306,18488,72.60274,20.273973,?,?,?,?
pacman-data,10,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,52,21,0,71.232877,28.767123,0,0.61998,0.116595,0.337951,38.483978,86.890072,158.78985,197.324775,-38.534924,2.175203,2.703079,-0.527876,102.596059,1.405425,64.61122,0.75,12,0.052632,3,0.947368,54,0.25,4,0.8,0.75,0.774194,0.714003,0.850877,0.655556,0.712329,0.092679,0.907321,0.287671,0.713804,0.712329,0.7127,0.619779,0.812438,0.582545,0.688545,0.712329,0,0.004,0,0,0,0,145583,143306,18488,71.232877,20,?,?,?,?
pacman-data,10,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,49,24,0,67.123288,32.876712,0,0.563854,0.132885,0.357529,43.822329,91.833623,159.216532,218.043139,-58.826607,2.181048,2.986892,-0.805844,93.741651,1.284132,58.876832,0.733333,11,0.103448,6,0.896552,52,0.266667,4,0.647059,0.733333,0.6875,0.602147,0.816092,0.516142,0.671233,0.102215,0.897785,0.328767,0.667994,0.671233,0.665352,0.569406,0.796091,0.545207,0.619942,0.671233,0.001,0.003,0,0,0,0,145583,143306,18488,68.493151,20.547945,?,?,?,?
pacman-data,10,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,44,29,0,60.273973,39.726027,0,0.477671,0.160063,0.395446,52.785046,101.572826,159.216532,273.23877,-114.022237,2.181048,3.742997,-1.561948,80.751001,1.106178,50.717724,0.8,12,0.137931,8,0.862069,50,0.2,3,0.6,0.8,0.685714,0.599805,0.836207,0.522857,0.60274,0.121489,0.878511,0.39726,0.608418,0.60274,0.601154,0.481384,0.742856,0.484112,0.557466,0.60274,0,0.004,0,0,0,0,145583,143306,18488,60.273973,20.273973,?,?,?,?
pacman-data,10,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,44,29,0,60.273973,39.726027,0,0.472727,0.160076,0.395446,52.789292,101.572836,159.216532,273.242166,-114.025633,2.181048,3.743043,-1.561995,79.769986,1.09274,50.101572,0.466667,7,0.068966,4,0.931034,54,0.533333,8,0.636364,0.466667,0.538462,0.449184,0.712644,0.411255,0.60274,0.122201,0.877799,0.39726,0.609672,0.60274,0.601979,0.487348,0.743133,0.47915,0.552524,0.60274,0.001,0.003,0,0,0,0,145591,143306,18488,60.273973,20.273973,?,?,?,?
