@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 74\nSize of the tree: 147\n','Number of rules: 96\n','Number of rules: 92\n','Number of rules: 86\n','Number of rules: 81\n','Number of rules: 85\n','Number of rules: 87\n','Number of rules: 83\n','Number of rules: 82\n','Number of rules: 101\n','Number of rules: 78\n','Number of rules: 95\n','Number of rules: 79\n','Number of rules: 84\n','Number of rules: 88\n','Number of rules: 80\n','Number of rules: 76\n','Number of rules: 90\n','Number of rules: 74\n','Number of rules: 89\n','Number of rules: 77\n','Number of rules: 73\n','Number of rules: 91\n','Number of rules: 69\n','Number of rules: 97\n','Number of rules: 93\n','Number of rules: 94\n','Number of rules: 75\n','Number of rules: 72\n','Number of rules: 68\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pacman-data,1,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,41,32,0,56.164384,43.835616,0,0.41025,0.187229,0.337111,61.797679,86.673964,158.78985,183.579576,-24.789726,2.175203,2.514789,-0.339585,76.408167,1.046687,48.11905,0.625,10,0.245614,14,0.754386,43,0.375,6,0.416667,0.625,0.5,0.334099,0.789474,0.565336,0.561644,0.153497,0.846503,0.438356,0.586323,0.561644,0.559313,0.424181,0.81529,0.614486,0.525195,0.561644,0,0.009,0,0,0,0,145615,143306,18488,84.931507,43.287671,?,?,?,?
pacman-data,1,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,43,30,0,58.90411,41.09589,0,0.455495,0.187595,0.325981,61.918585,83.812341,158.78985,154.928782,3.861068,2.175203,2.122312,0.052891,76.251252,1.044538,48.020231,0.75,12,0.157895,9,0.842105,48,0.25,4,0.571429,0.75,0.648649,0.541109,0.916667,0.716957,0.589041,0.128203,0.871797,0.410959,0.591297,0.589041,0.585272,0.461919,0.844571,0.631666,0.543513,0.589041,0,0.01,0,0.015625,0,15.625,145615,143306,18488,89.041096,44.931507,?,?,?,?
pacman-data,1,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,39,34,0,53.424658,46.575342,0,0.382126,0.192877,0.344153,63.606549,88.397945,159.216532,186.203932,-26.987399,2.181048,2.550739,-0.36969,70.508991,0.965877,44.284968,0.533333,8,0.241379,14,0.758621,44,0.466667,7,0.363636,0.533333,0.432432,0.257086,0.814943,0.503895,0.534247,0.135947,0.864053,0.465753,0.5361,0.534247,0.517734,0.396904,0.809114,0.569497,0.429042,0.534247,0.001,0.007,0,0.015625,0,15.625,145615,143306,18488,84.931507,43.287671,?,?,?,?
pacman-data,1,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,47,26,0,64.383562,35.616438,0,0.527155,0.186497,0.316799,61.502534,81.371986,159.216532,116.051443,43.165089,2.181048,1.589746,0.591303,81.07583,1.110628,50.921741,0.8,12,0.189655,11,0.810345,47,0.2,3,0.521739,0.8,0.631579,0.530867,0.904023,0.593059,0.643836,0.106499,0.893501,0.356164,0.645141,0.643836,0.633576,0.538516,0.874451,0.649043,0.550593,0.643836,0,0.008,0,0,0,0,145615,143306,18488,94.520548,47.123288,?,?,?,?
pacman-data,1,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,39,34,0,53.424658,46.575342,0,0.36925,0.180839,0.334793,59.636565,85.993682,159.216532,153.936924,5.279608,2.181048,2.108725,0.072323,78.38692,1.073793,49.232903,0.6,9,0.206897,12,0.793103,46,0.4,6,0.428571,0.6,0.5,0.350877,0.832184,0.567034,0.534247,0.170429,0.829571,0.465753,0.578069,0.534247,0.525759,0.390376,0.845913,0.6222,0.489673,0.534247,0,0.008,0,0,0,0,145671,143306,18488,89.041096,40.821918,?,?,?,?
pacman-data,1,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,41,32,0,56.164384,43.835616,0,0.401333,0.188324,0.3449,62.105019,88.589931,159.216532,194.265774,-35.049242,2.181048,2.661175,-0.480127,72.722011,0.996192,45.674912,0.533333,8,0.155172,9,0.844828,49,0.466667,7,0.470588,0.533333,0.5,0.361508,0.813218,0.478929,0.561644,0.156772,0.843228,0.438356,0.548348,0.561644,0.540275,0.413271,0.813503,0.585246,0.470525,0.561644,0,0.009,0,0.015625,0,15.625,145615,143306,18488,83.561644,40.547945,?,?,?,?
pacman-data,1,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,40,33,0,54.794521,45.205479,0,0.380242,0.186494,0.328648,61.50137,84.415515,159.216532,164.777339,-5.560807,2.181048,2.257224,-0.076175,76.355636,1.045968,47.957103,0.533333,8,0.155172,9,0.844828,49,0.466667,7,0.470588,0.533333,0.5,0.361508,0.827586,0.612698,0.547945,0.174262,0.825738,0.452055,0.504186,0.547945,0.519324,0.372161,0.823053,0.620732,0.445554,0.547945,0,0.008,0,0.015625,0,15.625,145615,143306,18488,87.671233,43.561644,?,?,?,?
pacman-data,2,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,44,30,0,59.459459,40.540541,0,0.455882,0.207734,0.343841,68.473385,88.27042,161.45541,181.019785,-19.564374,2.18183,2.446213,-0.264383,70.525449,0.953047,43.681069,0.5625,9,0.224138,13,0.775862,45,0.4375,7,0.409091,0.5625,0.473684,0.304749,0.799569,0.451227,0.594595,0.131699,0.868301,0.405405,0.595007,0.594595,0.586632,0.470026,0.808381,0.566462,0.5211,0.594595,0,0.011,0,0.015625,0,15.625,145402,143093,18701,86.486486,47.567568,?,?,?,?
pacman-data,2,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,43,31,0,58.108108,41.891892,0,0.438845,0.169772,0.321293,55.906229,82.392454,162.160561,157.496145,4.664416,2.191359,2.128326,0.063033,84.594828,1.143173,52.167326,0.6875,11,0.137931,8,0.862069,50,0.3125,5,0.578947,0.6875,0.628571,0.517891,0.911099,0.774463,0.581081,0.13997,0.86003,0.418919,0.569584,0.581081,0.56605,0.443342,0.84935,0.645222,0.511506,0.581081,0,0.008,0,0,0,0,145402,143093,18701,87.837838,40.540541,?,?,?,?
pacman-data,2,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,40,33,0,54.794521,45.205479,0,0.391052,0.194157,0.338528,64.084409,87.038292,158.78985,168.546834,-9.756984,2.175203,2.308861,-0.133657,72.86897,0.998205,45.890194,0.625,10,0.140351,8,0.859649,49,0.375,6,0.555556,0.625,0.588235,0.465165,0.832237,0.544792,0.547945,0.146725,0.853275,0.452055,0.510807,0.547945,0.523782,0.392272,0.827628,0.61131,0.430306,0.547945,0,0.008,0,0.015625,0,15.625,145615,143306,18488,87.671233,44.383562,?,?,?,?
pacman-data,2,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,35,38,0,47.945205,52.054795,0,0.303715,0.206191,0.360404,68.056474,92.6629,158.78985,184.306691,-25.516841,2.175203,2.524749,-0.349546,66.151612,0.906186,41.659849,0.5625,9,0.210526,12,0.789474,45,0.4375,7,0.428571,0.5625,0.486486,0.321659,0.763706,0.399426,0.479452,0.16533,0.83467,0.520548,0.447885,0.479452,0.461461,0.304137,0.795967,0.525798,0.376366,0.479452,0,0.006,0,0,0,0,145615,143306,18488,86.30137,43.287671,?,?,?,?
pacman-data,2,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,43,30,0,58.90411,41.09589,0,0.441184,0.186316,0.329542,61.4965,84.728093,158.78985,157.199209,1.590641,2.175203,2.153414,0.02179,74.522368,1.020854,46.931443,0.6875,11,0.157895,9,0.842105,48,0.3125,5,0.55,0.6875,0.611111,0.491243,0.89364,0.680357,0.589041,0.140136,0.859864,0.410959,0.563808,0.589041,0.566155,0.449966,0.840092,0.630585,0.482674,0.589041,0,0.006,0,0,0,0,145615,143306,18488,89.041096,44.383562,?,?,?,?
pacman-data,2,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,40,33,0,54.794521,45.205479,0,0.378483,0.193058,0.3558,63.672951,91.400831,159.155028,206.720187,-47.565158,2.180206,2.831783,-0.651578,68.439023,0.937521,43.001483,0.533333,8,0.155172,9,0.844828,49,0.466667,7,0.470588,0.533333,0.5,0.361508,0.802874,0.559669,0.547945,0.174024,0.825976,0.452055,0.538477,0.547945,0.529075,0.388514,0.79142,0.548752,0.466635,0.547945,0,0.005,0,0,0,0,145615,143306,18488,82.191781,41.09589,?,?,?,?
pacman-data,2,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,50,23,0,68.493151,31.506849,0,0.576117,0.155858,0.300439,51.3986,77.169786,159.216532,132.0467,27.169832,2.181048,1.808859,0.372189,90.825055,1.244179,57.04499,0.733333,11,0.137931,8,0.862069,50,0.266667,4,0.578947,0.733333,0.647059,0.548272,0.933908,0.735749,0.684932,0.11315,0.88685,0.315068,0.698797,0.684932,0.681675,0.587335,0.875784,0.695316,0.645825,0.684932,0,0.005,0,0,0,0,145615,143306,18488,90.410959,41.09589,?,?,?,?
pacman-data,2,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,35,38,0,47.945205,52.054795,0,0.305806,0.204005,0.338191,67.276171,86.86662,159.216532,139.683997,19.532535,2.181048,1.913479,0.267569,66.453499,0.910322,41.737813,0.666667,10,0.241379,14,0.758621,44,0.333333,5,0.416667,0.666667,0.512821,0.365796,0.867241,0.608947,0.479452,0.170971,0.829029,0.520548,0.498532,0.479452,0.472694,0.319549,0.812622,0.593954,0.41592,0.479452,0,0.006,0,0,0,0,145615,143306,18488,93.150685,48.493151,?,?,?,?
pacman-data,2,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,45,28,0,61.643836,38.356164,0,0.490528,0.170086,0.321553,56.090652,82.592926,159.216532,156.252618,2.963914,2.181048,2.140447,0.040602,81.547955,1.117095,51.218271,0.8,12,0.172414,10,0.827586,48,0.2,3,0.545455,0.8,0.648649,0.552633,0.886207,0.651906,0.616438,0.112282,0.887718,0.383562,0.643165,0.616438,0.593248,0.509052,0.866945,0.671774,0.500673,0.616438,0,0.006,0,0,0,0,145615,143306,18488,87.671233,39.452055,?,?,?,?
pacman-data,2,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,51,22,0,69.863014,30.136986,0,0.597595,0.151244,0.286224,49.87684,73.518485,159.216532,93.215539,66.000994,2.181048,1.276925,0.904123,95.873979,1.313342,60.216095,0.8,12,0.12069,7,0.87931,51,0.2,3,0.631579,0.8,0.705882,0.625539,0.932759,0.685368,0.69863,0.096054,0.903946,0.30137,0.692951,0.69863,0.685518,0.602508,0.906656,0.71389,0.632086,0.69863,0,0.006,0,0,0,0,145615,143306,18488,95.890411,41.917808,?,?,?,?
pacman-data,3,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,44,30,0,59.459459,40.540541,0,0.454947,0.17967,0.302414,59.222812,77.635451,161.45541,104.006009,57.449401,2.18183,1.405487,0.776343,84.8144,1.146141,52.53116,0.75,12,0.224138,13,0.775862,45,0.25,4,0.48,0.75,0.585366,0.457697,0.887931,0.591751,0.594595,0.128088,0.871912,0.405405,0.641622,0.594595,0.581189,0.489392,0.8973,0.669422,0.508602,0.594595,0,0.005,0,0,0,0,145402,143093,18701,95.945946,47.837838,?,?,?,?
pacman-data,3,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,46,28,0,62.162162,37.837838,0,0.49377,0.17859,0.306307,58.759628,78.473683,162.587243,114.630186,47.957057,2.197125,1.549057,0.648068,84.457179,1.141313,51.94576,0.8,12,0.20339,12,0.79661,47,0.2,3,0.5,0.8,0.615385,0.512356,0.887006,0.641432,0.621622,0.117154,0.882846,0.378378,0.626888,0.621622,0.603999,0.512133,0.87853,0.677682,0.529856,0.621622,0,0.006,0,0,0,0,145402,143093,18701,94.594595,46.756757,?,?,?,?
pacman-data,3,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,52,21,0,71.232877,28.767123,0,0.606317,0.158405,0.299586,52.238278,76.950546,159.216532,141.183426,18.033106,2.181048,1.93402,0.247029,89.315144,1.223495,56.096652,0.8,12,0.103448,6,0.896552,52,0.2,3,0.666667,0.8,0.727273,0.652973,0.921839,0.653131,0.712329,0.115136,0.884864,0.287671,0.726833,0.712329,0.68089,0.609452,0.873798,0.690841,0.616165,0.712329,0.001,0.005,0,0,0,0,145615,143306,18488,89.041096,40.821918,?,?,?,?
pacman-data,3,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,47,26,0,64.383562,35.616438,0,0.51594,0.149101,0.294432,49.170038,75.626851,159.216532,109.503319,49.713213,2.181048,1.500045,0.681003,94.861815,1.299477,59.58038,0.666667,10,0.068966,4,0.931034,54,0.333333,5,0.714286,0.666667,0.689655,0.613414,0.913793,0.717175,0.643836,0.128534,0.871466,0.356164,0.624844,0.643836,0.625455,0.522239,0.900564,0.717715,0.553114,0.643836,0.001,0.005,0,0,0,0,145615,143306,18488,93.150685,38.356164,?,?,?,?
pacman-data,3,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,39,34,0,53.424658,46.575342,0,0.386099,0.185215,0.32954,61.079571,84.644467,159.216532,129.006283,30.210249,2.181048,1.767209,0.413839,75.961606,1.04057,47.709622,0.6,9,0.189655,11,0.810345,47,0.4,6,0.45,0.6,0.514286,0.371754,0.841954,0.583595,0.534247,0.135023,0.864977,0.465753,0.548639,0.534247,0.536918,0.404679,0.85661,0.619851,0.468836,0.534247,0,0.006,0,0,0,0,145615,143306,18488,93.150685,44.383562,?,?,?,?
pacman-data,3,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,49,24,0,67.123288,32.876712,0,0.560241,0.166799,0.305515,55.012676,78.483293,159.155028,144.681189,14.473839,2.180206,1.981934,0.198272,88.024183,1.205811,55.307195,0.933333,14,0.12069,7,0.87931,51,0.066667,1,0.666667,0.933333,0.777778,0.725351,0.937931,0.86311,0.671233,0.105045,0.894955,0.328767,0.651204,0.671233,0.651912,0.561079,0.873755,0.697085,0.576854,0.671233,0,0.006,0,0,0,0,145615,143306,18488,89.041096,42.465753,?,?,?,?
pacman-data,3,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,47,26,0,64.383562,35.616438,0,0.525619,0.184855,0.334983,61.014183,86.126975,158.78985,200.294268,-41.504418,2.175203,2.743757,-0.568554,74.353367,1.018539,46.825012,0.6875,11,0.157895,9,0.842105,48,0.3125,5,0.55,0.6875,0.611111,0.491243,0.829496,0.575753,0.643836,0.113848,0.886152,0.356164,0.65324,0.643836,0.642964,0.536477,0.818291,0.623728,0.596405,0.643836,0,0.006,0,0,0,0,145615,143306,18488,82.191781,43.287671,?,?,?,?
pacman-data,3,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,39,34,0,53.424658,46.575342,0,0.364405,0.206014,0.366027,67.997938,94.108571,158.78985,204.393318,-45.603468,2.175203,2.799908,-0.624705,62.551537,0.85687,39.392654,0.5625,9,0.210526,12,0.789474,45,0.4375,7,0.428571,0.5625,0.486486,0.321659,0.832237,0.587538,0.534247,0.1663,0.8337,0.465753,0.496331,0.534247,0.506455,0.364393,0.779526,0.538152,0.420145,0.534247,0,0.006,0,0.015625,0,15.625,145615,143306,18488,83.561644,43.013699,?,?,?,?
pacman-data,3,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,41,32,0,56.164384,43.835616,0,0.40393,0.207287,0.361919,68.418239,93.052388,158.78985,201.25257,-42.46272,2.175203,2.756885,-0.581681,65.585174,0.898427,41.303127,0.5,8,0.192982,11,0.807018,46,0.5,8,0.421053,0.5,0.457143,0.289459,0.753838,0.366339,0.561644,0.16537,0.83463,0.438356,0.561076,0.561644,0.550894,0.407109,0.775345,0.513806,0.504687,0.561644,0,0.006,0,0,0,0,145615,143306,18488,83.561644,43.287671,?,?,?,?
pacman-data,3,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,42,31,0,57.534247,42.465753,0,0.429112,0.183341,0.339205,60.514559,87.212538,158.78985,190.439186,-31.649336,2.175203,2.608756,-0.433553,80.518944,1.102999,50.707866,0.625,10,0.140351,8,0.859649,49,0.375,6,0.555556,0.625,0.588235,0.465165,0.880482,0.684711,0.575342,0.170893,0.829107,0.424658,0.587177,0.575342,0.576417,0.416311,0.820568,0.652213,0.59484,0.575342,0,0.005,0,0.015625,0,15.625,145615,143306,18488,83.561644,40.273973,?,?,?,?
pacman-data,4,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,50,24,0,67.567568,32.432432,0,0.562669,0.163106,0.305485,53.763078,78.423836,161.45541,151.200933,10.254477,2.18183,2.043256,0.138574,90.759565,1.226481,56.213394,0.6875,11,0.12069,7,0.87931,51,0.3125,5,0.611111,0.6875,0.647059,0.543853,0.91056,0.740855,0.675676,0.119627,0.880373,0.324324,0.681175,0.675676,0.671309,0.570124,0.866067,0.681805,0.640036,0.675676,0,0.006,0,0,0,0,145402,143093,18701,87.837838,40.540541,?,?,?,?
pacman-data,4,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,658,74,43,31,0,58.108108,41.891892,0,0.447495,0.189388,0.334585,62.426022,85.894387,161.45541,166.048185,-4.592775,2.18183,2.243894,-0.062065,76.022417,1.02733,47.085704,0.6875,11,0.137931,8,0.862069,50,0.3125,5,0.578947,0.6875,0.628571,0.517891,0.890625,0.642491,0.581081,0.125142,0.874858,0.418919,0.582732,0.581081,0.578275,0.455936,0.823825,0.583343,0.514311,0.581081,0,0.006,0,0.015625,0,15.625,145402,143093,18701,87.837838,44.054054,?,?,?,?
pacman-data,4,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,44,29,0,60.273973,39.726027,0,0.476767,0.180847,0.315643,59.639119,81.075091,159.216532,106.491491,52.725041,2.181048,1.458788,0.722261,81.99406,1.123206,51.498458,0.666667,10,0.155172,9,0.844828,49,0.333333,5,0.526316,0.666667,0.588235,0.471006,0.881609,0.614286,0.60274,0.119853,0.880147,0.39726,0.630296,0.60274,0.604213,0.492433,0.879647,0.648803,0.566826,0.60274,0,0.006,0,0,0,0,145623,143306,18488,95.890411,46.575342,?,?,?,?
pacman-data,4,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,40,33,0,54.794521,45.205479,0,0.375907,0.186495,0.336857,61.501936,86.523945,159.216532,176.54886,-17.332328,2.181048,2.418478,-0.237429,72.424731,0.99212,45.488198,0.466667,7,0.155172,9,0.844828,49,0.533333,8,0.4375,0.466667,0.451613,0.304237,0.777586,0.43976,0.547945,0.171778,0.828222,0.452055,0.54429,0.547945,0.52626,0.397852,0.827127,0.596861,0.454668,0.547945,0,0.006,0,0.015625,0,15.625,145615,143306,18488,86.30137,42.739726,?,?,?,?
pacman-data,4,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,43,30,0,58.90411,41.09589,0,0.441041,0.188046,0.339179,62.013206,87.120289,159.216532,182.390539,-23.174006,2.181048,2.498501,-0.317452,75.104358,1.028827,47.171205,0.666667,10,0.172414,10,0.827586,48,0.333333,5,0.5,0.666667,0.571429,0.447771,0.845977,0.499555,0.589041,0.148126,0.851874,0.410959,0.61902,0.589041,0.567364,0.455303,0.819826,0.586086,0.504588,0.589041,0,0.006,0,0,0,0,145615,143306,18488,84.931507,41.09589,?,?,?,?
pacman-data,4,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,42,31,0,57.534247,42.465753,0,0.430978,0.200722,0.339152,66.128828,87.017682,159.921683,179.613869,-19.692186,2.190708,2.460464,-0.269756,72.277114,0.990097,45.195319,0.733333,11,0.241379,14,0.758621,44,0.266667,4,0.44,0.733333,0.55,0.418884,0.837356,0.643756,0.575342,0.141719,0.858281,0.424658,0.599185,0.575342,0.565041,0.447786,0.811258,0.615726,0.518889,0.575342,0,0.006,0,0.015625,0,15.625,145615,143306,18488,86.30137,47.39726,?,?,?,?
pacman-data,4,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,38,35,0,52.054795,47.945205,0,0.349873,0.195252,0.350234,64.396545,89.970933,159.155028,188.033338,-28.878309,2.180206,2.575799,-0.395593,71.69788,0.982163,45.049082,0.666667,10,0.189655,11,0.810345,47,0.333333,5,0.47619,0.666667,0.555556,0.425772,0.831034,0.618862,0.520548,0.180669,0.819331,0.479452,0.529954,0.520548,0.508679,0.35314,0.798098,0.572728,0.47238,0.520548,0,0.007,0,0,0,0,145615,143306,18488,84.931507,42.465753,?,?,?,?
pacman-data,4,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190314.1759,659,73,44,29,0,60.273973,39.726027,0,0.468491,0.180712,0.312544,59.646654,80.357729,158.78985,126.443733,32.346118,2.175203,1.732106,0.443098,79.421445,1.087965,50.016701,0.625,10,0.210526,12,0.789474,45,0.375,6,0.454545,0.625,0.526316,0.373678,0.848136,0.595491,0.60274,0.126097,0.873903,0.39726,0.6009,0.60274,0.593021,0.4788,0.865101,0.672424,0.526674,0.60274,0,0.005,0,0.015625,0,15.625,145615,143306,18488,93.150685,47.671233,?,?,?,?
