@relation 'pacman-data-weka.filters.unsupervised.attribute.Remove-R26,28-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C24-L1'

@attribute posx numeric
@attribute posy numeric
@attribute LegalWest {0,1}
@attribute LegalEast {0,1}
@attribute LegalNorth {0,1}
@attribute LegalSouth {0,1}
@attribute GUno {True,False}
@attribute GDos {True,False}
@attribute GTres {True,False}
@attribute GCuatro {True,False}
@attribute posxGUno numeric
@attribute posyGUno numeric
@attribute posxGDos numeric
@attribute posyGDos numeric
@attribute posxGTres numeric
@attribute posyGTres numeric
@attribute posxGCuatro numeric
@attribute posyGCuatro numeric
@attribute distGUno numeric
@attribute distGDos numeric
@attribute distGTres numeric
@attribute distGCuatro numeric
@attribute fantasmaCercano numeric
@attribute movaleatorio {0,1}
@attribute distComida numeric
@attribute class {West,East,South,North,Stop}

@data
10,5,1,1,1,1,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,5,0,1,9,South
10,4,1,1,1,1,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,6,0,1,10,South
10,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,7,0,1,11,East
11,3,1,0,1,0,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,6,0,1,10,North
11,4,1,0,1,1,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,5,0,1,9,North
11,5,1,1,0,1,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,4,0,1,8,East
12,5,1,1,0,0,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,3,0,1,7,East
13,5,1,1,0,1,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,2,0,1,6,East
14,5,1,1,1,1,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,1,0,1,5,South
14,4,1,1,1,1,False,False,False,True,1,1,3,1,5,1,14,6,0,0,0,2,0,1,6,East
5,11,1,1,1,0,True,True,False,False,4,5,2,12,5,1,7,1,7,4,0,0,0,1,15,East
6,11,1,1,1,1,True,True,False,False,5,5,2,12,5,1,7,1,7,5,0,0,0,1,14,South
6,10,0,1,1,1,True,True,False,False,5,4,2,12,5,1,7,1,7,6,0,0,0,1,13,South
6,9,1,1,1,1,True,True,False,False,6,4,2,13,5,1,7,1,5,8,0,0,0,1,12,West
5,9,1,1,0,1,True,True,False,False,7,4,2,13,5,1,7,1,7,7,0,0,0,1,13,West
3,9,1,1,0,1,True,True,False,False,9,4,1,13,5,1,7,1,11,6,0,0,0,1,15,South
3,8,1,1,1,1,True,True,False,False,8,4,2,13,5,1,7,1,9,6,0,0,0,1,16,South
3,7,1,1,1,1,True,True,False,False,8,3,1,13,5,1,7,1,9,8,0,0,0,1,17,East
4,7,1,1,1,1,True,True,False,False,7,3,1,14,5,1,7,1,7,10,0,0,0,1,16,South
4,6,1,1,1,1,True,True,False,False,6,3,2,14,5,1,7,1,5,10,0,0,0,1,17,North
4,7,1,1,1,1,True,True,False,False,5,3,1,14,5,1,7,1,5,10,0,0,0,1,16,North
4,8,1,1,1,1,True,True,False,False,5,3,1,14,5,1,7,1,6,9,0,0,0,1,15,South
3,9,1,1,0,1,False,True,False,False,1,1,3,11,5,1,7,1,0,2,0,0,0,1,15,South
3,8,1,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,4,0,0,0,1,16,West
2,8,1,1,1,1,False,True,False,False,1,1,4,12,5,1,7,1,0,6,0,0,0,1,17,South
2,7,1,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,6,0,0,0,1,18,West
1,7,0,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,6,0,0,0,1,19,East
2,7,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,5,0,0,0,1,18,East
3,7,1,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,5,0,0,0,1,17,West
3,9,1,1,0,1,False,True,False,False,1,1,2,13,5,1,7,1,0,5,0,0,0,1,15,East
4,9,1,1,0,1,False,True,False,False,1,1,2,13,5,1,7,1,0,6,0,0,0,1,14,East
5,9,1,1,0,1,False,True,False,False,1,1,1,12,5,1,7,1,0,7,0,0,0,1,13,South
5,8,1,1,1,1,False,True,False,False,1,1,1,11,5,1,7,1,0,7,0,0,0,1,14,East
6,8,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,9,0,0,0,1,13,North
6,10,0,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,5,0,0,0,1,13,North
6,11,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,5,0,0,0,1,14,South
6,10,0,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,6,0,0,0,1,13,South
6,9,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,8,0,0,0,1,12,East
7,9,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,9,0,0,0,1,11,South
7,8,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,9,0,0,0,1,12,East
8,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,9,0,0,0,1,11,North
5,9,1,1,0,1,False,True,False,False,1,1,3,12,5,1,7,1,0,5,0,0,0,1,13,South
5,8,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,5,0,0,0,1,14,West
4,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,5,0,0,0,1,15,South
4,7,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,7,0,0,0,1,16,North
4,8,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,6,0,0,0,1,15,East
5,8,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,8,0,0,0,1,14,South
5,7,1,1,1,1,False,True,False,False,1,1,1,11,5,1,7,1,0,8,0,0,0,1,15,South
1,8,0,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,6,0,0,0,1,18,East
2,8,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,4,0,0,0,1,17,North
2,9,1,1,0,1,False,True,False,False,1,1,3,11,5,1,7,1,0,3,0,0,0,1,16,South
2,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,3,0,0,0,1,17,East
3,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,4,0,0,0,1,16,East
3,9,1,1,0,1,False,True,False,False,1,1,3,12,5,1,7,1,0,3,0,0,0,1,15,South
3,8,1,1,1,1,False,True,False,False,1,1,4,12,5,1,7,1,0,5,0,0,0,1,16,North
3,9,1,1,0,1,False,True,False,False,1,1,5,11,5,1,7,1,0,4,0,0,0,1,15,West
2,9,1,1,0,1,False,True,False,False,1,1,4,11,5,1,7,1,0,4,0,0,0,1,16,South
2,8,1,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,5,0,0,0,1,17,West
1,8,0,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,6,0,0,0,1,18,East
5,9,1,1,0,1,False,True,False,False,1,1,6,11,5,1,7,1,0,3,0,0,0,1,13,East
6,9,1,1,1,1,False,True,False,False,1,1,6,10,5,1,7,1,0,1,0,0,0,1,12,East
7,9,1,1,1,1,False,True,False,False,1,1,6,10,5,1,7,1,0,2,0,0,0,1,11,East
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,East
6,9,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,South
6,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,13,South
6,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,1,14,East
7,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,7,0,0,0,1,13,West
6,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,1,14,North
6,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,13,South
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,South
5,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,North
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,West
4,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,South
4,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,15,South
4,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,1,16,North
4,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,15,South
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,South
5,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,West
4,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,15,North
4,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,East
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,East
6,9,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,East
6,10,0,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,East
7,10,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,West
6,10,0,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,North
6,11,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,2,0,0,0,1,14,East
7,11,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,South
7,10,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,East
1,6,0,1,0,1,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,0,1,-1,East
2,6,1,1,0,0,True,True,True,True,6,4,9,6,12,3,16,6,6,7,13,15,0,1,-1,West
1,6,0,1,0,1,True,True,True,True,6,3,11,6,13,3,18,6,8,10,15,18,0,1,-1,East
2,6,1,1,0,0,True,True,True,True,5,3,11,6,13,4,18,5,6,9,13,18,0,1,-1,West
1,6,0,1,0,1,True,True,True,True,5,3,11,6,14,4,18,4,7,10,15,18,0,1,-1,East
2,6,1,1,0,0,True,True,True,True,5,4,10,6,13,4,18,5,5,8,13,17,0,1,-1,East
2,6,1,1,0,0,True,True,True,True,3,4,10,6,13,3,18,4,3,8,14,17,0,1,-1,West
1,6,0,1,0,1,True,True,True,True,4,4,10,6,14,3,17,4,5,9,16,19,0,1,-1,South
1,5,0,0,1,1,True,True,True,True,3,3,8,6,14,6,18,3,4,8,14,18,0,1,-1,North
2,6,1,1,0,0,True,True,True,True,3,4,9,6,14,5,18,3,3,7,13,18,0,1,-1,East
3,6,1,1,0,0,True,True,True,True,3,3,11,6,14,3,18,3,3,8,14,18,0,1,-1,West
2,6,1,1,0,0,True,True,True,True,3,4,13,6,13,3,18,3,3,11,14,19,0,1,-1,East
3,6,1,1,0,0,True,True,True,True,3,4,12,6,14,3,18,3,2,9,14,18,0,1,-1,West
3,6,1,1,0,0,True,True,True,True,2,4,11,6,14,3,18,3,3,8,14,17,0,1,-1,West
2,6,1,1,0,0,True,True,True,True,2,3,11,6,13,3,18,4,3,9,14,18,0,1,-1,East
3,6,1,1,0,0,True,True,True,True,1,4,12,6,12,3,17,4,4,9,12,17,0,1,-1,West
2,6,1,1,0,0,True,True,True,True,1,3,12,6,13,3,17,3,4,10,14,18,0,1,-1,West
1,6,0,1,0,1,True,True,True,True,1,3,13,6,14,3,17,3,3,12,16,20,0,1,-1,East
2,6,1,1,0,0,True,True,True,True,1,4,13,6,13,3,18,3,3,11,14,18,0,1,-1,West
1,6,0,1,0,1,True,True,True,True,1,3,11,6,13,4,17,4,3,10,14,17,0,1,-1,East
2,6,1,1,0,0,True,True,True,True,1,4,10,6,14,4,16,4,3,8,14,15,0,1,-1,West
1,6,0,1,0,1,True,True,True,True,2,3,10,6,14,6,16,6,4,9,13,16,0,1,-1,South
1,5,0,0,1,1,True,True,True,True,2,3,10,6,14,6,16,6,3,10,14,15,0,1,-1,South
1,4,0,1,1,1,True,True,True,True,1,3,11,6,15,6,15,6,1,12,16,15,0,1,-1,South
1,3,0,1,1,0,False,True,True,True,1,1,10,6,16,6,15,6,0,12,18,18,0,1,-1,East
1,3,0,1,1,0,False,True,True,True,1,1,11,6,16,6,16,5,0,13,18,17,0,1,-1,North
1,4,0,1,1,1,False,True,True,True,1,1,10,6,16,6,16,5,0,11,17,17,0,1,-1,North
1,5,0,0,1,1,False,True,True,True,1,1,11,6,16,6,17,6,0,11,16,17,0,1,-1,South
2,4,1,1,0,1,False,True,True,True,1,1,13,6,18,5,17,6,0,13,17,18,0,1,-1,East
3,4,1,1,0,1,False,True,True,True,1,1,12,6,18,5,18,6,0,11,16,17,0,1,-1,West
2,4,1,1,0,1,False,True,True,True,1,1,12,6,18,4,18,6,0,12,16,17,0,1,-1,West
1,4,0,1,1,1,False,True,True,True,1,1,12,6,18,3,18,5,0,13,18,17,0,1,-1,North
1,5,0,0,1,1,False,True,True,True,1,1,13,6,18,3,18,4,0,13,19,18,0,1,-1,North
1,6,0,1,0,1,False,True,True,True,1,1,12,6,17,3,18,4,0,11,19,18,0,1,-1,East
2,6,1,1,0,0,False,True,True,True,1,1,11,6,17,3,18,5,0,9,18,16,0,1,-1,West
2,6,1,1,0,0,False,True,True,True,1,1,12,6,18,4,18,6,0,10,18,15,0,1,-1,West
1,6,0,1,0,1,False,True,True,True,1,1,13,6,18,5,17,6,0,12,18,17,0,1,-1,South
1,5,0,0,1,1,False,True,True,True,1,1,12,6,18,3,17,6,0,12,19,18,0,1,-1,South
1,3,0,1,1,0,False,True,True,True,1,1,12,6,18,4,18,5,0,14,18,20,0,1,-1,East
2,3,1,1,1,0,False,True,True,True,1,1,13,6,18,3,18,6,0,14,16,19,0,1,-1,East
3,3,1,1,1,0,False,True,True,True,1,1,12,6,18,4,18,6,0,12,16,18,0,1,-1,East
4,3,1,1,1,0,False,True,True,True,1,1,13,6,18,5,18,6,0,12,16,16,0,1,-1,North
4,4,1,1,0,1,False,True,True,True,1,1,14,6,18,4,17,6,0,12,14,14,0,1,-1,East
5,4,1,1,0,1,False,True,True,True,1,1,14,5,18,3,16,6,0,10,14,14,0,1,-1,East
5,4,1,1,0,1,False,True,True,True,1,1,14,5,18,4,17,6,0,10,13,14,0,1,-1,West
4,4,1,1,0,1,False,True,True,True,1,1,14,4,17,4,17,6,0,10,13,14,0,1,-1,South
4,3,1,1,1,0,False,True,True,True,1,1,14,3,17,4,16,6,0,10,14,14,0,1,-1,North
4,4,1,1,0,1,False,True,True,True,1,1,14,3,17,4,16,5,0,11,13,14,0,1,-1,West
3,4,1,1,0,1,False,True,True,True,1,1,14,5,18,5,16,6,0,12,16,14,0,1,-1,South
3,3,1,1,1,0,False,True,True,True,1,1,14,5,18,6,15,6,0,13,18,16,0,1,-1,East
4,4,1,1,0,1,False,True,True,True,1,1,14,5,18,6,15,6,0,11,16,13,0,1,-1,South
4,3,1,1,1,0,False,True,True,True,1,1,14,5,18,5,15,6,0,12,16,14,0,1,-1,East
5,3,1,1,1,0,False,True,True,True,1,1,14,6,18,4,15,6,0,12,14,12,0,1,-1,North
5,4,1,1,0,1,False,True,True,True,1,1,13,6,17,4,14,6,0,10,12,10,0,1,-1,West
4,4,1,1,0,1,False,True,True,True,1,1,12,6,16,4,13,6,0,10,12,11,0,1,-1,West
3,4,1,1,0,1,False,True,True,True,1,1,11,6,15,4,13,6,0,10,12,13,0,1,-1,West
2,4,1,1,0,1,False,True,True,True,1,1,11,6,15,3,14,6,0,11,14,15,0,1,-1,East
2,4,1,1,0,1,False,True,True,True,1,1,10,6,15,3,14,6,0,10,14,14,0,1,-1,East
3,4,1,1,0,1,False,True,True,True,1,1,11,6,14,3,14,6,0,10,12,13,0,1,-1,East
4,4,1,1,0,1,False,True,True,True,1,1,11,6,14,3,14,6,0,9,11,13,0,1,-1,South
4,3,1,1,1,0,False,True,True,True,1,1,11,6,14,3,15,6,0,10,10,14,0,1,-1,East
5,3,1,1,1,0,False,True,True,True,1,1,11,6,14,4,16,6,0,9,10,13,0,1,-1,West
5,3,1,1,1,0,False,True,True,True,1,1,10,6,16,4,16,6,0,8,12,14,0,1,-1,North
5,4,1,1,0,1,False,True,True,True,1,1,10,6,15,4,16,6,0,7,10,13,0,1,-1,South
5,3,1,1,1,0,False,True,True,True,1,1,9,6,14,4,16,6,0,7,10,13,0,1,-1,West
4,3,1,1,1,0,False,True,True,True,1,1,9,6,14,3,16,5,0,8,10,14,0,1,-1,West
2,3,1,1,1,0,False,True,True,True,1,1,8,6,12,3,14,4,0,9,10,14,0,1,-1,East
3,3,1,1,1,0,False,True,True,True,1,1,8,6,13,3,14,5,0,8,10,12,0,1,-1,East
4,3,1,1,1,0,False,True,True,True,1,1,9,6,13,4,14,4,0,8,10,12,0,1,-1,East
5,3,1,1,1,0,False,True,True,True,1,1,10,6,13,4,15,4,0,8,9,11,0,1,-1,North
5,4,1,1,0,1,False,True,True,True,1,1,11,6,13,3,15,4,0,8,9,11,0,1,-1,South
5,3,1,1,1,0,False,True,True,True,1,1,10,6,13,3,16,4,0,8,8,11,0,1,-1,West
5,3,1,1,1,0,False,True,True,True,1,1,10,6,13,3,16,3,0,8,8,10,0,1,-1,North
5,4,1,1,0,1,False,True,True,True,1,1,9,6,13,3,15,3,0,6,9,10,0,1,-1,East
6,4,1,1,0,1,False,True,True,True,1,1,9,6,13,4,15,4,0,5,7,10,0,1,-1,South
6,3,1,1,1,0,False,True,True,True,1,1,9,6,12,4,15,4,0,6,7,9,0,1,-1,East
7,3,1,1,1,0,False,True,True,True,1,1,8,6,13,4,15,3,0,4,7,9,0,1,-1,North
6,4,1,1,0,1,False,True,True,True,1,1,11,6,13,4,16,4,0,7,7,9,0,1,-1,East
7,4,1,1,1,1,False,True,True,True,1,1,10,6,13,3,15,4,0,5,7,9,0,1,-1,East
8,4,1,1,0,1,False,True,True,True,1,1,11,6,14,3,15,3,0,5,7,7,0,1,-1,West
7,4,1,1,1,1,False,True,True,True,1,1,11,6,14,4,14,3,0,6,7,7,0,1,-1,South
7,3,1,1,1,0,False,True,True,True,1,1,13,6,15,3,14,3,0,9,8,7,0,1,-1,North
7,3,1,1,1,0,False,True,True,True,1,1,14,6,17,3,15,3,0,10,10,9,0,1,-1,West
6,3,1,1,1,0,False,True,True,True,1,1,14,6,17,4,15,4,0,11,12,10,0,1,-1,East
7,3,1,1,1,0,False,True,True,True,1,1,13,6,16,4,15,4,0,9,10,10,0,1,-1,West
6,3,1,1,1,0,False,True,True,True,1,1,12,6,16,4,16,4,0,9,11,11,0,1,-1,West
5,3,1,1,1,0,False,True,True,True,1,1,14,6,15,3,16,4,0,12,10,11,0,1,-1,West
4,3,1,1,1,0,False,True,True,True,1,1,13,6,15,4,16,3,0,12,12,12,0,1,-1,West
2,3,1,1,1,0,False,True,True,True,1,1,15,6,15,4,16,4,0,16,14,16,0,1,-1,North
2,4,1,1,0,1,False,True,True,True,1,1,16,6,16,3,16,4,0,16,15,13,0,1,-1,East
3,4,1,1,0,1,False,True,True,True,1,1,16,6,15,3,15,4,0,15,13,12,0,1,-1,South
3,3,1,1,1,0,False,True,True,True,1,1,17,6,18,3,16,4,0,17,15,15,0,1,-1,West
2,3,1,1,1,0,False,True,True,True,1,1,16,6,17,4,15,6,0,17,16,16,0,1,-1,North
2,4,1,1,0,1,False,True,True,True,1,1,18,6,18,6,16,6,0,18,18,17,0,1,-1,West
1,4,0,1,1,1,False,True,True,True,1,1,17,6,18,5,17,6,0,18,18,18,0,1,-1,East
3,4,1,1,0,1,False,True,True,True,1,1,16,5,18,5,18,6,0,14,16,16,0,1,-1,South
3,3,1,1,1,0,False,True,True,True,1,1,16,5,18,4,17,6,0,15,16,16,0,1,-1,West
2,3,1,1,1,0,False,True,True,True,1,1,15,4,17,3,16,5,0,14,15,15,0,1,-1,West
1,3,0,1,1,0,False,True,True,True,1,1,14,4,18,3,16,4,0,14,17,15,0,1,-1,East
2,3,1,1,1,0,False,True,True,True,1,1,14,3,17,3,15,4,0,12,15,15,0,1,-1,West
1,4,0,1,1,1,False,True,True,True,1,1,15,4,18,3,16,3,0,14,18,16,0,1,-1,East
2,4,1,1,0,1,False,True,True,True,1,1,16,4,18,3,16,3,0,14,17,14,0,1,-1,West
1,4,0,1,1,1,False,True,True,True,1,1,16,5,18,4,16,4,0,16,17,16,0,1,-1,East
2,4,1,1,0,1,False,True,True,True,1,1,16,5,18,5,17,4,0,15,17,15,0,1,-1,West
1,4,0,1,1,1,False,True,True,True,1,1,16,6,18,5,17,4,0,17,18,15,0,1,-1,South
2,3,1,1,1,0,False,True,True,True,1,1,15,3,18,6,16,3,0,13,19,15,0,1,-1,North
2,4,1,1,0,1,False,True,True,True,1,1,11,3,15,6,18,4,0,10,15,15,0,1,-1,South
2,3,1,1,1,0,False,True,True,True,1,1,11,3,16,6,17,4,0,9,17,17,0,1,-1,East
3,3,1,1,1,0,False,True,True,True,1,1,12,3,17,6,18,4,0,9,17,15,0,1,-1,North
3,3,1,1,1,0,False,True,True,True,1,1,12,3,18,6,17,3,0,9,18,15,0,1,-1,East
4,3,1,1,1,0,False,True,True,True,1,1,12,3,18,6,17,4,0,8,17,13,0,1,-1,North
4,4,1,1,0,1,False,True,True,True,1,1,12,4,18,6,16,4,0,8,16,11,0,1,-1,West
3,4,1,1,0,1,False,True,True,True,1,1,12,3,17,6,15,4,0,10,16,12,0,1,-1,South
3,3,1,1,1,0,False,True,True,True,1,1,12,4,18,6,16,5,0,10,18,16,0,1,-1,East
3,3,1,1,1,0,False,True,True,True,1,1,13,4,17,6,17,6,0,11,17,18,0,1,-1,North
3,4,1,1,0,1,False,True,True,True,1,1,13,4,16,6,18,6,0,10,15,16,0,1,-1,West
2,4,1,1,0,1,False,True,True,True,1,1,13,3,16,6,18,5,0,12,16,17,0,1,-1,East
3,4,1,1,0,1,False,True,True,True,1,1,14,3,16,5,18,5,0,12,14,15,0,1,-1,South
3,3,1,1,1,0,False,True,True,True,1,1,13,3,16,5,18,4,0,10,15,17,0,1,-1,West
2,3,1,1,1,0,False,True,True,True,1,1,13,4,16,5,18,5,0,12,16,18,0,1,-1,North
2,3,1,1,1,0,False,True,True,True,1,1,13,4,16,5,18,6,0,12,16,18,0,1,-1,East
3,3,1,1,1,0,False,True,True,True,1,1,13,4,16,6,18,5,0,11,16,17,0,1,-1,West
2,3,1,1,1,0,False,True,True,True,1,1,12,4,18,6,18,4,0,11,19,17,0,1,-1,West
1,3,0,1,1,0,False,True,True,True,1,1,11,4,18,4,18,3,0,11,18,16,0,1,-1,East
2,3,1,1,1,0,False,True,True,True,1,1,11,3,18,4,17,3,0,9,17,14,0,1,-1,North
2,4,1,1,0,1,False,True,True,True,1,1,11,4,18,5,16,3,0,9,17,14,0,1,-1,West
1,4,0,1,1,1,False,True,True,True,1,1,10,4,18,4,15,3,0,9,17,15,0,1,-1,North
1,5,0,0,1,1,False,True,True,True,1,1,9,3,18,4,15,3,0,10,18,15,0,1,-1,South
1,4,0,1,1,1,False,True,True,True,1,1,9,3,18,4,14,3,0,9,17,13,0,1,-1,East
2,4,1,1,0,1,False,True,True,True,1,1,9,4,18,4,14,3,0,7,16,12,0,1,-1,East
3,4,1,1,0,1,False,True,True,True,1,1,8,4,18,4,13,4,0,5,15,9,0,1,-1,East
4,4,1,1,0,1,False,True,True,True,1,1,9,4,18,4,12,4,0,5,14,7,0,1,-1,West
3,4,1,1,0,1,False,True,True,True,1,1,9,4,18,4,11,4,0,6,15,8,0,1,-1,West
2,4,1,1,0,1,False,True,True,True,1,1,10,4,18,4,11,4,0,8,16,10,0,1,-1,East
3,4,1,1,0,1,False,True,True,True,1,1,11,4,17,4,12,4,0,8,14,8,0,1,-1,East
5,4,1,1,0,1,False,True,True,True,1,1,12,3,17,3,12,4,0,8,13,6,0,1,-1,East
6,4,1,1,0,1,False,True,True,True,1,1,13,3,17,3,11,4,0,8,12,5,0,1,-1,East
7,4,1,1,1,1,False,True,True,True,1,1,12,3,17,3,11,4,0,6,11,3,0,1,-1,North
7,5,0,0,1,1,False,True,True,True,1,1,11,4,16,4,9,4,0,5,10,4,0,1,-1,South
7,4,1,1,1,1,False,True,True,True,1,1,10,4,15,4,9,3,0,3,8,4,0,1,-1,East
8,4,1,1,0,1,False,True,True,True,1,1,9,4,15,4,10,3,0,1,7,2,0,1,-1,South
9,3,1,1,1,0,False,True,True,True,1,1,8,4,16,4,9,4,0,2,8,2,0,1,-1,East
10,3,1,1,1,0,False,True,True,False,1,1,7,4,16,5,10,4,0,4,8,0,0,1,-1,North
10,4,1,1,0,1,False,True,True,False,1,1,7,5,16,6,7,1,0,4,8,0,0,1,-1,South
10,3,1,1,1,0,False,True,True,False,1,1,7,4,16,5,7,1,0,4,8,0,0,1,-1,North
10,4,1,1,0,1,False,True,True,False,1,1,8,4,16,6,7,1,0,2,8,0,0,1,-1,South
10,3,1,1,1,0,False,True,True,False,1,1,8,3,15,6,7,1,0,2,8,0,0,1,-1,West
8,3,1,1,1,0,False,False,True,False,1,1,3,1,16,5,7,1,0,0,10,0,0,1,-1,West
7,3,1,1,1,0,False,False,True,False,1,1,3,1,16,4,7,1,0,0,10,0,0,1,-1,East
8,3,1,1,1,0,False,False,True,False,1,1,3,1,16,6,7,1,0,0,11,0,0,1,-1,East
9,3,1,1,1,0,False,False,True,False,1,1,3,1,16,6,7,1,0,0,10,0,0,1,-1,North
9,4,1,1,0,1,False,False,True,False,1,1,3,1,15,6,7,1,0,0,8,0,0,1,-1,South
9,3,1,1,1,0,False,False,True,False,1,1,3,1,14,6,7,1,0,0,8,0,0,1,-1,West
8,4,1,1,0,1,False,False,True,False,1,1,3,1,14,4,7,1,0,0,6,0,0,1,-1,West
7,4,1,1,1,1,False,False,True,False,1,1,3,1,13,4,7,1,0,0,6,0,0,1,-1,North
7,5,0,0,1,1,False,False,True,False,1,1,3,1,12,4,7,1,0,0,6,0,0,1,-1,South
7,4,1,1,1,1,False,False,True,False,1,1,3,1,13,4,7,1,0,0,6,0,0,1,-1,West
6,4,1,1,0,1,False,False,True,False,1,1,3,1,13,4,7,1,0,0,7,0,0,1,-1,South
6,3,1,1,1,0,False,False,True,False,1,1,3,1,13,3,7,1,0,0,7,0,0,1,-1,East
7,3,1,1,1,0,False,False,True,False,1,1,3,1,14,3,7,1,0,0,7,0,0,1,-1,East
7,3,1,1,1,0,False,False,True,False,1,1,3,1,15,4,7,1,0,0,9,0,0,1,-1,North
7,4,1,1,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,9,0,0,1,-1,West
6,4,1,1,0,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,11,0,0,1,-1,West
5,4,1,1,0,1,False,False,True,False,1,1,3,1,16,5,7,1,0,0,12,0,0,1,-1,East
6,4,1,1,0,1,False,False,True,False,1,1,3,1,16,4,7,1,0,0,10,0,0,1,-1,South
6,3,1,1,1,0,False,False,True,False,1,1,3,1,16,3,7,1,0,0,10,0,0,1,-1,West
5,3,1,1,1,0,False,False,True,False,1,1,3,1,17,4,7,1,0,0,13,0,0,1,-1,East
6,3,1,1,1,0,False,False,True,False,1,1,3,1,18,5,7,1,0,0,14,0,0,1,-1,East
7,3,1,1,1,0,False,False,True,False,1,1,3,1,18,5,7,1,0,0,13,0,0,1,-1,East
