@relation 'pacman-data-weka.filters.unsupervised.attribute.Remove-R26,28-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C24-L1'

@attribute posx numeric
@attribute posy numeric
@attribute LegalWest {0,1}
@attribute LegalEast {0,1}
@attribute LegalNorth {0,1}
@attribute LegalSouth {0,1}
@attribute GUno {True,False}
@attribute GDos {True,False}
@attribute GTres {True,False}
@attribute GCuatro {True,False}
@attribute posxGUno numeric
@attribute posyGUno numeric
@attribute posxGDos numeric
@attribute posyGDos numeric
@attribute posxGTres numeric
@attribute posyGTres numeric
@attribute posxGCuatro numeric
@attribute posyGCuatro numeric
@attribute distGUno numeric
@attribute distGDos numeric
@attribute distGTres numeric
@attribute distGCuatro numeric
@attribute fantasmaCercano numeric
@attribute movaleatorio {0,1}
@attribute distComida numeric
@attribute class {West,East,South,North,Stop}

@data
8,9,1,1,0,1,False,False,True,False,1,1,3,1,17,5,7,1,0,0,13,0,0,1,-1,South
8,8,1,1,1,1,False,False,True,False,1,1,3,1,16,5,7,1,0,0,11,0,0,1,-1,South
8,7,1,1,1,1,False,False,True,False,1,1,3,1,15,5,7,1,0,0,9,0,0,1,-1,East
9,7,1,1,1,1,False,False,True,False,1,1,3,1,15,5,7,1,0,0,8,0,0,1,-1,South
9,6,1,1,1,1,False,False,True,False,1,1,3,1,15,4,7,1,0,0,8,0,0,1,-1,North
9,7,1,1,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,10,0,0,1,-1,North
10,8,1,0,1,1,False,False,True,False,1,1,3,1,17,3,7,1,0,0,12,0,0,1,-1,South
10,7,1,0,1,1,False,False,True,False,1,1,3,1,18,3,7,1,0,0,12,0,0,1,-1,South
10,6,1,0,1,1,False,False,True,False,1,1,3,1,18,3,7,1,0,0,11,0,0,1,-1,North
10,7,1,0,1,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,10,0,0,1,-1,South
10,6,1,0,1,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,9,0,0,1,-1,North
10,7,1,0,1,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,10,0,0,1,-1,South
10,7,1,0,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,9,0,0,1,-1,West
9,7,1,1,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,10,0,0,1,-1,East
10,7,1,0,1,1,False,False,True,False,1,1,3,1,15,4,7,1,0,0,8,0,0,1,-1,North
10,8,1,0,1,1,False,False,True,False,1,1,3,1,14,4,7,1,0,0,8,0,0,1,-1,West
9,8,1,1,1,1,False,False,True,False,1,1,3,1,13,4,7,1,0,0,8,0,0,1,-1,North
9,9,1,1,0,1,False,False,True,False,1,1,3,1,13,5,7,1,0,0,8,0,0,1,-1,West
8,9,1,1,0,1,False,False,True,False,1,1,3,1,13,4,7,1,0,0,10,0,0,1,-1,West
8,9,1,1,0,1,False,False,True,False,1,1,3,1,14,4,7,1,0,0,11,0,0,1,-1,West
7,9,1,1,0,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,13,0,0,1,-1,South
7,8,1,1,1,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,12,0,0,1,-1,East
8,8,1,1,1,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,11,0,0,1,-1,East
9,8,1,1,1,1,False,False,True,False,1,1,3,1,13,3,7,1,0,0,9,0,0,1,-1,West
8,8,1,1,1,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,11,0,0,1,-1,West
7,7,1,1,1,0,False,False,True,False,1,1,3,1,15,3,7,1,0,0,12,0,0,1,-1,East
8,7,1,1,1,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,10,0,0,1,-1,South
8,6,0,1,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,10,0,0,1,-1,East
9,6,1,1,1,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,10,0,0,1,-1,South
9,5,1,1,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,8,0,0,1,-1,North
9,6,1,1,1,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,10,0,0,1,-1,South
9,5,1,1,1,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,9,0,0,1,-1,East
11,5,1,1,0,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,6,0,0,1,-1,West
10,5,1,1,1,1,False,False,True,False,1,1,3,1,16,3,7,1,0,0,8,0,0,1,-1,North
10,6,1,0,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,8,0,0,1,-1,North
10,7,1,0,1,1,False,False,True,False,1,1,3,1,15,4,7,1,0,0,8,0,0,1,-1,North
10,8,1,0,1,1,False,False,True,False,1,1,3,1,15,5,7,1,0,0,8,0,0,1,-1,West
9,8,1,1,1,1,False,False,True,False,1,1,3,1,14,5,7,1,0,0,8,0,0,1,-1,North
9,9,1,1,0,1,False,False,True,False,1,1,3,1,15,5,7,1,0,0,10,0,0,1,-1,South
10,8,1,0,1,1,False,False,True,False,1,1,3,1,14,4,7,1,0,0,8,0,0,1,-1,West
9,8,1,1,1,1,False,False,True,False,1,1,3,1,15,4,7,1,0,0,10,0,0,1,-1,South
9,7,1,1,1,1,False,False,True,False,1,1,3,1,15,4,7,1,0,0,9,0,0,1,-1,East
10,7,1,0,1,1,False,False,True,False,1,1,3,1,15,4,7,1,0,0,8,0,0,1,-1,North
10,8,1,0,1,1,False,False,True,False,1,1,3,1,15,5,7,1,0,0,8,0,0,1,-1,West
9,8,1,1,1,1,False,False,True,False,1,1,3,1,14,5,7,1,0,0,8,0,0,1,-1,West
8,8,1,1,1,1,False,False,True,False,1,1,3,1,14,6,7,1,0,0,8,0,0,1,-1,North
9,9,1,1,0,1,False,False,True,False,1,1,3,1,14,6,7,1,0,0,8,0,0,1,-1,South
9,8,1,1,1,1,False,False,True,False,1,1,3,1,14,5,7,1,0,0,8,0,0,1,-1,East
10,8,1,0,1,1,False,False,True,False,1,1,3,1,14,6,7,1,0,0,6,0,0,1,-1,North
10,9,1,1,1,1,False,False,True,False,1,1,3,1,14,5,7,1,0,0,8,0,0,1,-1,West
9,9,1,1,0,1,False,False,True,False,1,1,3,1,13,3,7,1,0,0,10,0,0,1,-1,West
8,9,1,1,0,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,12,0,0,1,-1,South
8,8,1,1,1,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,11,0,0,1,-1,East
9,8,1,1,1,1,False,False,True,False,1,1,3,1,15,3,7,1,0,0,11,0,0,1,-1,South
9,7,1,1,1,1,False,False,True,False,1,1,3,1,14,3,7,1,0,0,9,0,0,1,-1,West
8,7,1,1,1,1,False,False,True,False,1,1,3,1,13,3,7,1,0,0,9,0,0,1,-1,South
8,6,0,1,1,1,False,False,True,False,1,1,3,1,13,3,7,1,0,0,8,0,0,1,-1,East
9,6,1,1,1,1,False,False,True,False,1,1,3,1,13,4,7,1,0,0,6,0,0,1,-1,South
11,4,1,0,1,1,False,False,True,False,1,1,3,1,10,5,7,1,0,0,2,0,0,1,-1,South
1,11,0,1,0,1,True,True,True,True,6,5,6,9,8,11,14,6,11,7,7,18,0,1,14,East
2,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,10,6,6,17,0,1,13,East
3,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,9,5,5,16,0,1,12,East
4,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,8,4,4,15,0,1,11,West
4,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,8,4,4,15,0,1,11,West
3,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,9,5,5,16,0,1,12,East
4,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,8,4,4,15,0,1,11,East
5,11,1,1,0,1,True,True,True,True,6,5,6,9,8,11,14,6,7,3,3,14,0,1,10,West
4,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,8,4,4,15,0,1,11,East
5,11,1,1,0,1,True,True,True,True,6,5,6,9,8,11,14,6,7,3,3,14,0,1,10,East
6,11,1,1,0,1,True,True,True,True,6,5,6,9,8,11,14,6,6,2,2,13,0,1,9,South
6,11,1,1,0,1,True,True,True,True,6,5,6,9,8,11,14,6,6,2,2,13,0,1,9,South
6,10,1,0,1,1,True,True,True,True,6,5,6,9,8,11,14,6,5,1,3,12,0,1,8,North
6,11,1,1,0,1,True,True,True,True,6,5,6,9,8,11,14,6,6,2,2,13,0,1,9,East
7,11,1,1,0,0,True,True,True,True,6,5,6,9,8,11,14,6,7,3,1,12,0,1,8,East
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,West
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,West
5,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,14,0,1,10,East
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,East
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,East
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,East
8,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,8,4,0,11,0,1,7,East
9,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,10,0,1,6,East
10,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,10,6,0,9,0,1,5,West
10,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,10,6,0,9,0,1,5,South
10,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,8,0,1,4,East
11,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,10,6,0,7,0,1,3,West
10,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,8,0,1,4,North
10,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,10,6,0,9,0,1,5,West
9,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,10,0,1,6,West
8,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,8,4,0,11,0,1,7,West
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,West
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,East
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,South
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,West
5,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,East
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,North
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,South
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,North
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,North
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,South
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,West
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,North
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,West
5,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,14,0,1,10,East
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,West
5,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,14,0,1,10,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,West
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,East
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,West
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,West
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,West
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,West
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,East
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,West
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,East
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,South
2,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,West
1,7,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,North
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,North
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,East
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,East
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,West
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,West
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,North
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,South
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,North
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,North
1,11,0,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,11,0,0,18,0,1,14,South
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,South
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,East
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,South
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,East
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,West
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,North
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,North
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,South
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,North
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,South
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,North
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,South
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,East
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,East
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,East
4,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,West
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,South
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,East
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,West
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,East
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,West
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,South
2,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,West
1,7,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,North
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,North
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,East
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,East
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,North
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,West
5,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,East
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,North
6,10,1,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,West
5,10,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,North
5,11,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,East
6,11,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,South
6,10,1,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,South
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,East
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,West
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,West
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,East
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,North
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,North
7,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,10,0,1,6,East
8,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,9,0,1,5,West
7,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,10,0,1,6,South
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,North
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,West
5,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,East
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,North
6,10,1,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,North
6,11,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,North
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,West
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,East
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,South
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,East
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,East
8,7,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,7,0,1,3,West
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,East
8,7,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,7,0,1,3,East
9,7,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,6,0,1,2,North
9,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,7,0,1,3,West
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,East
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,North
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,West
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,East
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,West
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,West
4,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,East
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,East
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,West
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,East
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,East
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,East
8,7,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,7,0,1,3,North
8,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,8,0,1,4,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,North
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,East
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,West
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,East
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,South
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,West
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,West
4,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,North
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,West
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,East
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,South
4,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,East
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,West
4,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,West
3,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,North
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,South
3,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,West
3,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,West
2,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,East
3,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,East
4,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,West
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,West
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,North
5,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,North
5,10,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,South
5,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,North
5,10,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,South
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,North
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,West
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,South
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,East
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,South
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,North
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,West
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,North
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,North
6,10,1,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,South
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,North
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,North
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,West
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,East
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,West
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,West
